,,0
height,price_usd_prev_5_mean,0.061239977900301334
height,price_usd_prev_5_min,0.07615370135055093
height,price_usd_prev_5_max,0.03387779981825846
height,price_usd_prev_7_mean,0.061972166676648364
height,price_usd_prev_7_min,0.0719426056062157
height,price_usd_prev_7_max,0.0268705615830374
height,price_usd_prev_10_mean,0.062339098471173325
height,price_usd_prev_10_min,0.06641632496959107
height,price_usd_prev_10_max,0.01945863238491629
height,price_inch_prev_3_mean,-0.07362245809970988
height,price_inch_prev_3_min,-0.0835472197536108
height,price_inch_prev_3_max,-0.05767040905356222
height,price_inch_prev_5_mean,-0.08603193750877074
height,price_inch_prev_5_min,-0.09026592856033093
height,price_inch_prev_5_max,-0.06008012309496686
height,price_inch_prev_7_mean,-0.09316699115378452
height,price_inch_prev_7_min,-0.09373304059180644
height,price_inch_prev_7_max,-0.06027666824842328
height,price_inch_prev_10_mean,-0.10429760040932014
height,price_inch_prev_10_min,-0.0942504859540817
height,price_inch_prev_10_max,-0.06408984507316022
height,price_same_size_prev_3_min,0.2657920511862438
height,price_same_size_prev_3_max,0.22167331416832747
height,price_same_size_prev_3_mean,0.2780662486615687
height,price_same_size_prev_5_min,0.28556926973973695
height,price_same_size_prev_5_max,0.2725784161239001
height,price_same_size_prev_5_mean,0.29720955395236276
height,price_same_size_prev_7_min,0.3805402726661606
height,price_same_size_prev_7_max,0.28670392036579445
height,price_same_size_prev_7_mean,0.29250219656168797
height,price_same_size_prev_10_min,0.3875934890734038
height,price_same_size_prev_10_max,0.29582767332436066
height,price_same_size_prev_10_mean,0.29825250047259666
height,artwork_order,-0.05768238520436472
height,gender_NA,0.009185314642324678
height,gender_female,-0.055060697544414554
height,gender_male,0.05442229576003527
height,edu_NA,0.04636551831731382
height,edu_abroad,-0.03691512482915003
height,edu_both,0.0015995868866139002
height,edu_domestic,-0.00929798286009364
height,degree_NA,0.04636551831731382
height,grad,-0.04754691854869762
height,no_degree,-0.052378640812210095
height,undergrad,0.05139218619732459
height,elite_school,-0.0020871596445761523
height,elite_school_NA,0.0467669727306977
height,non_elite_school,-0.022973281616871115
height,elite_award_not_received,0.033416707722203676
height,elite_award_received,-0.03341670772220366
width,year,-0.06568783157632563
width,height,0.7752649916492087
width,width,1.0
width,case_id,-0.03297061479196159
width,size_inchsqr,0.4940403405194447
width,price_usd,0.24247168273906344
width,meanprice_year,-0.11785421193818126
width,min_price,-0.06997202435518486
width,max_price,-0.04674411288829978
width,medianprice_year,-0.1276431263266776
width,cnt_mean,-0.11086835296219974
width,cnt_max,-0.03987492037524182
width,cnt_min,-0.07702657225998123
width,cnt_median,-0.1179384586414436
width,cot_mean,-0.11067422476955759
width,cot_max,-0.0417753408961402
width,cot_min,-0.06365234277400124
width,ranking,0.015016379176739859
width,fest_biennal,-0.038533540974770526
width,private_inst,-0.034777577655328164
width,public_inst,-0.056812871465957426
width,solo_show,-0.02048457069930277
width,group_show,-0.0370934544402001
width,age,-0.13619348031167522
width,estimate_min_usd,0.2812091038141785
width,estimate_max_usd,0.28134804034317284
width,estimate_center_usd,0.2815229860558891
width,log10_estimate_geo_mean_usd,0.3812130865252757
width,estimate_range_usd,0.27342490647110607
width,Country___Austria,-0.028521149569360946
width,Country___China,0.003584582764726718
